sn,species,lab_no,sex,pref_age,pref_status,blank_space,postf_age,postf_status,blanck,ageC,statusC,blanck,year,nest_ID,lay_date,Chick_trivial_ID,Ring_ID,site,Relative_hatch_order,hatch_order,age_diff,clutch_size,brood_size,No_fledgelings,Fledged?,Fledge_age,Fledge_mass,Fledge_tarsus,Fledge_FS,Fledge_FSO,blanck,ID_Bio_mom,ID_Bio_dad,paternity_text,paternity,Fledged,got_sender,Excluded_from_sendered,Last_recorded_age_days,Final_status,Details_about_final_status,Issues
389,BC,CW14_077,F,16,0,,56,0,,56,0,,2014,2014_35,59,"le 1,4",GN 76641,Kapunga,0.4,2,2,5,4,4,Yes,16,72.5,31.4,54,21,,CW14_139,CW14_155,WPO,0,Yes,Yes,,56,Censored,"""Fortunato"", escaped predation; siblings were predated at the nest before fledging.",
390,BC,CW14_078,F,13,0,,NA,NA,,13,1,,2014,2014_35,59,"ri 1,4",GN 76642,Kapunga,0.8,4,5,5,4,4,Yes,13,66,27.9,28,0,,CW14_139,CW14_155,WPO,0,No,Yes_but_exclude,Predated in the nest,13,Dead,Predated in nest by mammal,
391,BC,CW14_109,M,14,0,,52,0,,52,0,,2014,2014_50,92,"le 2,3",GN 76671,Kapunga,0.4,2,1,4,3,3,Yes,14,67,26.4,34,0,,CW14_146,CW14_149,WPO,0,Yes,Yes,,52,Censored,Possibly sender got empty towards end of field season.,
392,BC,CW14_110,F,12,0,,NA,NA,,12,0,,2014,2014_50,92,"ri 2,3",GN 76668,Kapunga,0.2,1,0,4,3,3,Yes,12,61.5,26.6,25,0,,CW14_146,CW14_149,WPO,0,Yes,No,,12,Censored,Fledged but did not get sender.,
393,BC,CW14_079,F,6,1,,NA,NA,,6,1,,2014,2014_39,66,"le 2,3",,Kapunga,0.6,3,1,5,4,0,No,NA,NA,NA,NA,NA,,BC#34,BC*62,WPO,0,No,No,,6,Dead,Predated at the nest before fledging; no detail of predator provided.,
394,BC,CW14_080,F,7,1,,NA,NA,,7,1,,2014,2014_39,66,"ri 1,4",,Kapunga,0.4,2,0,5,4,0,No,NA,NA,NA,NA,NA,,BC#34,BC*62,WPO,0,No,No,,7,Dead,Predated at the nest before fledging; no detail of predator provided.,
395,BC,CW14_081,F,6,1,,NA,NA,,6,1,,2014,2014_39,66,"le 1,4",,Kapunga,0.8,4,1,5,4,0,No,NA,NA,NA,NA,NA,,BC#34,BC*63,EPO,1,No,No,,6,Dead,Predated at the nest before fledging; no detail of predator provided.,
396,BC,CW14_082,M,7,1,,NA,NA,,7,1,,2014,2014_39,66,"ri 2,3",,Kapunga,0.2,1,0,5,4,0,No,NA,NA,NA,NA,NA,,BC#34,BC*62,WPO,0,No,No,,7,Dead,Predated at the nest before fledging; no detail of predator provided.,
397,BC,CW14_098,F,6,1,,NA,NA,,6,1,,2014,2014_40,76,"ri 1,2,3,4",,Kapunga,1,5,3,5,5,0,No,NA,NA,NA,NA,NA,,CW14_145,CW14_148,WPO,0,No,No,,6,Dead,Predated at the nest. A CTC was seen nearby. Was posibly the predator involved.,
398,BC,CW14_099,F,8,1,,NA,NA,,8,1,,2014,2014_40,76,"le 1,4",,Kapunga,0.6,3,1,5,5,0,No,NA,NA,NA,NA,NA,,CW14_145,CW14_148,WPO,0,No,No,,8,Dead,Predated at the nest. A CTC was seen nearby. Was posibly the predator involved.,
399,BC,CW14_100,F,8,1,,NA,NA,,8,1,,2014,2014_40,76,"le 2,3",,Kapunga,0.4,2,1,5,5,0,No,NA,NA,NA,NA,NA,,CW14_145,CW14_148,WPO,0,No,No,,8,Dead,Predated at the nest. A CTC was seen nearby. Was posibly the predator involved.,
400,BC,CW14_101,M,6,1,,NA,NA,,6,1,,2014,2014_40,76,"ri 2,3",,Kapunga,0.8,4,2,5,5,0,No,NA,NA,NA,NA,NA,,CW14_145,CW14_148,WPO,0,No,No,,6,Dead,Predated at the nest. A CTC was seen nearby. Was posibly the predator involved.,
401,BC,CW14_094,M,14,0,,36,0,,36,0,,2014,2014_42,84,"ri 2,3",,Kapunga,0.8,3,1,4,4,4,Yes,14,63.5,27.6,31,0,,CW14_146,CW14_151,WPO,0,Yes,Yes,,36,Censored,We lost signal from this juvenile about 3 weeks after fledging. Not sure if it survived further. ,
402,BC,CW14_095,F,12,0,,NA,NA,,12,0,,2014,2014_42,84,"le 2,3",,Kapunga,0.4,2,0,4,4,4,Yes,12,67.5,26.4,21,0,,CW14_146,CW14_151,WPO,0,Yes,No,,12,Censored,Fledged without sender.,
403,BC,CW14_096,F,14,0,,50,0,,50,0,,2014,2014_42,84,"le 1,4",,Kapunga,0.2,1,0,4,4,4,Yes,14,76,28.8,35,0,,CW14_146,CW14_151,WPO,0,Yes,Yes,,50,Censored,Possibly sender battery  got empty.,
404,BC,CW14_097,F,15,0,,NA,NA,,15,0,,2014,2014_42,84,"ri 1,4",,Kapunga,1,4,2,4,4,4,Yes,15,87,30,37,0,,CW14_146,CW14_149,EPO,1,Yes,Yes_but_exclude,Lost sender in the nest,15,Censored,Lost sender in the nest.,
405,BC,CW14_102,F,13,0,,69,0,,69,0,,2014,2014_45,90,"ri 1,4",,Kapunga,0.2,1,0,4,3,3,Yes,13,83,30.8,32,0,,CW14_145,CW14_152,WPO,0,Yes,Yes,,69,Censored,This juvenile was tracked and signal was available until the last but one day of field season. Possibly the sender battery was empty on the last day.,
406,BC,CW14_103,M,11,0,,NA,NA,,11,0,,2014,2014_45,90,"le 2,3",,Kapunga,0.4,2,1,4,3,3,Yes,11,59,25.5,27,0,,CW14_145,CW14_152,WPO,0,Yes,No,,11,Censored,Juvenile fledged but did not get sender.,
407,BC,CW14_104,F,12,0,,NA,NA,,12,0,,2014,2014_45,90,"ri 1,2,3,4",,Kapunga,1,4,3,4,3,3,Yes,12,54,20.3,10,0,,CW14_145,CW14_152,WPO,0,Yes,No,,12,Censored,Juvenile fledged but did not get sender.,
408,BC,CW14_092,F,6,1,,NA,NA,,6,1,,2014,2014_46,76,"le 2,3",,Kapunga,0.4,2,1,5,5,0,No,NA,NA,NA,NA,NA,,CW14_156,BC*65,WPO,0,No,No,,6,Dead,Predated in the nest before fledging; no details of predator mentioned.,
409,BC,CW14_093,M,7,1,,NA,NA,,7,1,,2014,2014_46,76,"ri 1,2,3,4",,Kapunga,0.2,1,0,5,5,0,No,NA,NA,NA,NA,NA,,CW14_156,BC*65,WPO,0,No,No,,7,Dead,Predated in the nest before fledging; no details of predator mentioned.,
410,BC,CW14_112,M,19,0,,67,1,,67,1,,2014,2014_53,93,"ri 2,3",NA,Kapunga,0.2,1,0,5,4,1,Yes,18,70,29.2,50,18,,CW14_139,CW14_155,EPO,1,Yes,Yes,,67,Dead,Juvenile found predated; no detail of responsible predator mentioned.,
411,BC,CW14_113,M,8,1,,NA,NA,,8,1,,2014,2014_53,93,"ri 1,4",NA,Kapunga,0.4,2,0,5,4,1,No,NA,NA,NA,NA,NA,,CW14_139,BC*66,WPO,0,No,No,,8,Dead,"Predation,  predator unknown",
412,BC,CW14_111,F,16,0,,52,0,,52,0,,2014,2014_50,92,"ri 1,4",GN 76672,Kapunga,0.8,3,4,4,3,3,Yes,16,79.5,29.7,47,15,,CW14_146,CW14_149,WPO,0,Yes,Yes,,52,Censored,Possibly sender got empty towards end of field season.,
413,BC,CW14_114,F,8,1,,NA,NA,,8,1,,2014,2014_49,94,"ri 2,3",,Kapunga,0.6,3,1,5,5,0,No,NA,NA,NA,NA,NA,,CW14_138,BC*67,WPO,0,No,No,,8,Dead,"Predation,  predator unknown",
414,BC,CW14_115,M,7,1,,NA,NA,,7,1,,2014,2014_49,94,"ri 1,4",,Kapunga,0.2,1,0,5,5,0,No,NA,NA,NA,NA,NA,,CW14_138,BC*67,WPO,0,No,No,,7,Dead,"Predation,  predator unknown",
415,BC,CW14_116,F,7,1,,NA,NA,,7,1,,2014,2014_49,94,"le 1,4",,Kapunga,0.4,2,1,5,5,0,No,NA,NA,NA,NA,NA,,CW14_138,BC*67,WPO,0,No,No,,7,Dead,"Predation,  predator unknown",
416,BC,CW14_121,F,18,0,,56,0,,56,0,,2014,2014_55,100,"le 2,3",GN 76682,Kapunga,1,5,4,6,5,3,Yes,18,70,29.6,47,19,,CW14_156,CW14_159,WPO,0,Yes,Yes,,56,Censored,Was alive until the last date of fieldwork.,
417,BC,CW14_122,M,12,0,,NA,NA,,12,0,,2014,2014_55,100,"le 1,4",NA,Kapunga,0.8,4,3,6,5,3,Yes,12,51,21.6,20,0,,CW14_156,CW14_159,WPO,0,Yes,No,,12,Censored,Fledged without sender.,
418,BC,CW14_123,M,13,0,,NA,NA,,13,0,,2014,2014_55,100,"ri 1,4",NA,Kapunga,0.6,3,2,6,5,3,Yes,13,52.5,24,19,0,,CW14_156,CW14_159,WPO,0,Yes,No,,13,Censored,Fledged without sender.,
419,BC,CW14_117,F,14,0,,32,1,,32,1,,2014,2014_58,98,"ri 1,4",GN 76673,Kapunga,0.2,1,0,4,4,4,Yes,14,78,30.1,41,12,,CW14_145,BC*68,WPO,0,Yes,Yes,,32,Dead,"Predation,  predator unknown",
420,BC,CW14_118,F,14,0,,NA,NA,,14,0,,2014,2014_58,98,"le 2,3",GN 76674,Kapunga,0.4,2,0,4,4,4,Yes,14,57,27,33,0,,CW14_145,BC*68,WPO,0,Yes,No,,14,Censored,Fledged without sender.,
421,BC,CW14_119,F,14,0,,NA,NA,,14,1,,2014,2014_58,98,"le 1,4",GN 76676,Kapunga,1,4,2,4,4,4,Yes,14,61,29.3,35,7,,CW14_145,CW14_148,EPO,1,No,Yes_but_exclude,,14,Dead,,
422,BC,CW14_120,M,15,0,,15,0,,15,0,,2014,2014_58,98,"ri 2,3",GN 76677,Kapunga,0.8,3,1,4,4,4,Yes,15,65.5,28.4,42,17,,CW14_145,BC*68,WPO,0,Yes,Yes,,15,Censored,Fledged without sender.,
423,BC,CW14_105,F,13,0,,72,0,,72,0,,2014,2014_61,87,"ri 1,4",GN 76665,Kapunga,0.8,3,2,4,4,4,Yes,13,78.5,29.5,44,20,,CW14_135,CW14_158,WPO,0,Yes,Yes,,72,Censored,Followed until the last day of fieldwork.,
424,BC,CW14_106,F,15,0,,18,1,,18,1,,2014,2014_61,87,"le 2,3",GN 76662,Kapunga,0.2,1,0,4,4,4,Yes,15,89,32.4,51,33,,CW14_135,CW14_158,WPO,0,Yes,Yes,,18,Dead,Predated by mammal,
425,BC,CW14_107,F,14,0,,18,1,,18,1,,2014,2014_61,87,"ri 2,3",GN 76670,Kapunga,1,4,3,4,4,4,Yes,14,65,28.4,17,0,,CW14_135,CW14_158,WPO,0,Yes,Yes,,18,Dead,Predated by a reptile; see tracking 20140629,
426,BC,CW14_108,F,14,0,,NA,NA,,13,0,,2014,2014_61,87,"le 1,4",GN 76664,Kapunga,0.4,2,1,4,4,4,Yes,14,83,29.2,33,14,,CW14_135,CW14_158,WPO,0,Yes,No,,13,Censored,Fledged but did not get sender.,
427,BC,CW14_124,F,15,0,,15,0,,15,0,,2014,2014_62,110,"le 2,3",GN76679,Kapunga,0.4,2,1,5,4,3,Yes,14,81.5,31,43,8,,CW14_145,CW14_148,WPO,0,Yes,Yes,,15,Censored,Possibly predated and sender destroyed or sender didn?t work. No signal from the start till end.,
428,BC,CW14_125,M,13,0,,55,0,,55,0,,2014,2014_62,110,"ri 1,4",GN 76680,Kapunga,0.2,1,0,5,4,3,Yes,13,78.5,30.3,33,0,,CW14_145,CW14_148,WPO,0,Yes,Yes,,55,Censored,Was alive till the last date of fieldwork.,
429,BC,CW14_126,M,15,0,,40,0,,40,0,,2014,2014_62,110,"ri 2,3",GN 76681,Kapunga,0.6,3,2,5,4,3,Yes,14,77.5,29.8,34,4,,CW14_145,CW14_148,WPO,0,Yes,Yes,,40,Censored,Posibly sender got empty tpwards end of season.,
430,BC,CW14_127,F,13,1,,NA,NA,,13,1,,2014,2014_62,110,"le 1,4",GN 76683,Kapunga,0.8,4,4,5,4,3,No,NA,NA,NA,NA,NA,,CW14_145,CW14_149,EPO,1,No,Yes_but_exclude,,13,Dead,,
431,BC,CW14_128,F,16,0,,33,0,,33,0,,2014,2014_63,118,"ri 2,3",,Kapunga,0.2,1,0,4,3,2,Yes,15,82.5,33.9,52,13,,CW14_145,CW14_151,WPO,0,Yes,Yes,,33,Censored,No signal obtained 17 days after fledging. Sender got empty? Sender had previously been on another juvenile.,
432,BC,CW14_129,M,13,0,,NA,NA,,13,0,,2014,2014_63,118,"le 2,3",,Kapunga,0.4,2,1,4,3,2,Yes,13,58.5,27,40,13,,CW14_145,CW14_151,WPO,0,Yes,No,,13,Censored,Fledged without sender.,
433,BC,CW14_130,F,8,1,,NA,NA,,8,1,,2014,2014_63,118,"le 1,4",,Kapunga,0.8,3,2,4,3,2,No,NA,NA,NA,NA,NA,,CW14_145,CW14_152,EPO,1,No,No,,8,Dead,"Predation,  predator unknown",
434,BC,CW14_131,F,14,0,,NA,NA,,14,0,,2014,2014_65,126,"ri 2,3",,Kapunga,0.2,1,0,4,4,3,Yes,14,68,28.6,33,7,,CW14_145,CW14_152,WPO,0,Yes,No,,14,Censored,Fledged but did not get sender.,
435,BC,CW14_132,M,12,0,,NA,NA,,12,0,,2014,2014_65,126,"le 1,4",,Kapunga,0.8,3,2,4,4,3,Yes,13,59.5,25.1,28,5,,CW14_145,CW14_152,WPO,0,Yes,No,,12,Censored,Fledged but did not get sender.,
436,BC,CW14_133,F,12,0,,NA,NA,,12,0,,2014,2014_65,126,"ri 1,4",,Kapunga,0.4,2,0,4,4,3,Yes,12,57.5,25,20,0,,CW14_145,CW14_152,WPO,0,Yes,No,,12,Censored,Fledged but did not get sender.,
437,BC,CW15_062,M,14,0,,84,0,,84,0,,2015,2015_07,50,"R2,3",GN 76737,Utengule,0.4,2,1,4,4,4,Yes,14,59.5,29.4,40.5,14,,CW15_126,CW15_147,EPO,1,Yes,Yes,,84,Censored,"Signal was last obtained on 3/6/2015 from very far Northwest of the two Acacias in ""far East"" area. However, the juvenile was not followed...the signal was weak and was coming from real far. This juvenile left the area.",
438,BC,CW15_063,F,16,0,,74,1,,74,1,,2015,2015_07,50,"L1,4",GN 76736,Utengule,1,4,3,4,4,4,Yes,16,66,31.4,37,12,,CW15_126,CW15_147,EPO,1,Yes,Yes,,74,Dead,Predated by mammal,
439,BC,CW15_064,F,14,0,,28,0,,28,0,,2015,2015_07,50,"R1,4",GN 76725,Utengule,0.2,1,0,4,4,4,Yes,14,70.5,31,46,16.3,,CW15_126,CW15_140,WPO,0,Yes,Yes,,28,Censored,Lost sender on 8/4/2015. Sender found stacked on Acacia thorns. It seems the juvenile lost the sender.,
440,BC,CW15_065,F,16,0,,18,1,,18,1,,2015,2015_07,50,"L2,3",GN 76731,Utengule,0.8,3,2,4,4,4,Yes,16,77,30.8,52,23.5,,CW15_126,CW15_140,WPO,0,Yes,Yes,,18,Dead,Predated by mammal,
441,BC,CW15_061,F,12,0,,108,0,,108,0,,2015,2015_11,53,"R1,2",GN 76724,Utengule,0.2,1,0,3,1,1,Yes,12,83,29.7,37,0,,CW15_129,CW15_148,WPO,0,Yes,Yes,,108,Censored,This juvenile was alive up to the last day of the field season and the sender was still working.,
442,BC,CW15_060,F,9,0,,NA,NA,,9,0,,2015,2015_13,54,"R1,2",NA,Utengule,0.2,1,0,4,1,1,Yes,NA,NA,NA,NA,NA,,CW15_131,BC*37,WPO,0,Yes,No,,9,Censored,This nestling fedged early before it could get a ring and sender.,
443,BC,CW15_066,M,16,0,,75,0,,75,0,,2015,2015_15,58,"R2,3",GN 76757,Utengule,0.4,2,1,4,4,4,Yes,16,62,27.1,42.6,22.5,,CW15_126,CW15_142,WPO,0,Yes,Yes,,75,Censored,This juvenile was last trekked on 26th May 2015 in the far N fields in WAP area close to the mainroad.  It possibly left the area to somewhere even further and/or the sender stopped working!,
444,BC,CW15_067,F,15,0,,28,1,,28,1,,2015,2015_15,58,"L2,3",GN 76758,Utengule,0.8,3,1,4,4,4,Yes,15,87,29.8,45.8,11,,CW15_126,CW15_142,WPO,0,Yes,Yes,,28,Dead,Predated by mammal,
445,BC,CW15_068,M,17,0,,83,0,,83,0,,2015,2015_15,58,"R1,4",GN 76743,Utengule,0.2,1,0,4,4,4,Yes,15,62,28,44,22.5,,CW15_126,CW15_142,WPO,0,Yes,Yes,,83,Censored,This juvenile was last trekked on 5th June 2015 in the far N fields in WAP area.  It possibly left the area to somewhere even further and/or the sender stopped working!,
446,BC,CW15_069,M,14,0,,21,1,,21,1,,2015,2015_15,58,"L1,4",GN 76759,Utengule,1,4,2,4,4,4,Yes,14,59,26,34,11,,CW15_126,CW15_140,EPO,1,Yes,Yes,,21,Dead,Predated by mammal,
447,BC,CW15_070,F,17,0,,95,0,,95,0,,2015,2015_21,61,"R1,4",GN 76764,Utengule,0.2,1,0,4,3,3,Yes,17,48,28,43,20,,CW15_127,CW15_141,WPO,0,Yes,Yes,,95,Censored,"This juvenile was last trekked on 19th June 2015 and was the only Bc with working sender. However, no signal obtained in subsequent trekkings. Possibly the sender battery was empty or the juvenile left the area!",
448,BC,CW15_074,M,16,0,,84,0,,84,0,,2015,2015_21,61,"R2,3",GN 76763,Utengule,0.4,2,1,4,3,3,Yes,16,44,28.5,44,23,,CW15_127,CW15_141,WPO,0,Yes,Yes,,84,Censored,This juvenile was last trakked on 9th June 2015 but no signal was obtained in subsequent trekkings. Possibly the sender battery was empty or the juvenile left the area!,
449,BC,CW15_075,M,16,0,,NA,NA,,16,0,,2015,2015_21,61,"L2,3",GN 76749,Utengule,0.8,3,1,4,3,3,Yes,14,48,26.7,33,9,,CW15_127,CW15_141,WPO,0,Yes,No,,16,Censored,This juvenile fledged before getting sender.,
450,BC,CW15_076,M,13,0,,NA,NA,,13,0,,2015,2015_23,68,"R2,3",GN 76768,Utengule,0.2,1,0,7,5,3,Yes,13,58.5,27,36,5,,CW15_126,CW15_143,WPO,0,Yes,No,,13,Censored,This juvenile fledged before getting sender.,
451,BC,CW15_077,M,13,0,,NA,NA,,13,0,,2015,2015_23,68,"R1,4",GN 76769,Utengule,0.4,2,0,7,5,3,Yes,13,57,25.3,29,0,,CW15_126,CW15_143,WPO,0,Yes,No,,13,Censored,This juvenile fledged before getting sender.,
452,BC,CW15_078,M,14,0,,NA,NA,,19,0,,2015,2015_23,68,"L2,3",GN 76772,Utengule,0.6,3,2,7,5,3,Yes,14,66,26.4,34,5,,CW15_126,CW15_143,WPO,0,Yes,Yes_but_exclude,Lost sender in the nest,19,Censored,The juvenile lost the sender about 10m N from the nest BAO Nst3(23).,
453,BC,CW15_071,M,10,1,,NA,NA,,10,1,,2015,2015_25,60,"R2,3",NA,Utengule,0.4,2,1,4,4,0,No,NA,NA,NA,NA,NA,,CW15_131,CW15_139,WPO,0,No,No,,10,Dead,"Predated at the nest before fledging, predator unknown",
454,BC,CW15_072,M,11,1,,NA,NA,,11,1,,2015,2015_25,60,"R1,4",NA,Utengule,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,CW15_131,CW15_139,WPO,0,No,No,,11,Dead,"Predated at the nest before fledging, predator unknown",
455,BC,CW15_073,M,11,1,,NA,NA,,11,1,,2015,2015_25,60,"L2,3",NA,Utengule,0.8,3,2,4,4,0,No,NA,NA,NA,NA,NA,,CW15_131,CW15_139,WPO,0,No,No,,11,Dead,"Predated at the nest before fledging, predator unknown",
456,BC,CW15_079,F,10,1,,NA,NA,,10,1,,2015,2015_29,72,"L2,3",NA,Utengule,0.4,2,1,4,3,0,No,NA,NA,NA,NA,NA,,CW15_127,CW15_144,WPO,0,No,No,,10,Dead,"Predated at the nest before fledging, predator unknown",
457,BC,CW15_080,M,11,1,,NA,NA,,11,1,,2015,2015_29,72,"R2,3",NA,Utengule,0.2,1,0,4,3,0,No,NA,NA,NA,NA,NA,,CW15_127,CW15_144,WPO,0,No,No,,11,Dead,"Predated at the nest before fledging, predator unknown",
458,BC,CW15_081,M,9,1,,NA,NA,,9,1,,2015,2015_29,72,"L1,4",NA,Utengule,0.8,3,3,4,3,0,No,NA,NA,NA,NA,NA,,CW15_127,CW15_144,WPO,0,No,No,,9,Dead,"Predated at the nest before fledging, predator unknown",
459,BC,CW15_109,NA,NA,NA,,NA,NA,,NA,NA,,2015,2015_29,72,Egg #1,NA,Utengule,1,4,NA,4,3,0,No,NA,NA,NA,NA,NA,,CW15_127,CW15_144,WPO,0,NA,NA,,NA,Egg sample,Egg sample,
460,BC,CW15_084,M,15,0,,70,0,,70,0,,2015,2015_33,79,"R1,4",GN 76777,Utengule,0.4,2,1,4,2,2,Yes,15,68.5,28.4,40,10,,CW15_133,BC*69,WPO,0,Yes,Yes,,70,Censored,This juvenile was last trekked on 13th June 2015 in grass far N of WAP new area but no signal was obtained in subsequent trekkings. Posibly the sender stopped working or the juvenile moved to somewhere far.,
461,BC,CW15_085,F,16,0,,50,0,,50,0,,2015,2015_33,79,"L2,3",GN 76776,Utengule,0.2,1,0,4,2,2,Yes,16,77.5,31.6,48,20,,CW15_133,BC*69,WPO,0,Yes,Yes,,50,Censored,This juvenile was last trekked on 24th May 2015 in old WAP area but no signal was obtained in subsequent trekkings. Posibly the sender stopped working or the juvenile moved to somewhere far.,
462,BC,CW15_082,F,15,0,,35,1,,35,1,,2015,2015_37,81,"R2,3",GN 76778,Utengule,0.2,1,0,4,2,2,Yes,15,62,26,38,14,,CW15_129,CW15_146,WPO,0,Yes,Yes,,35,Dead,Both 2 juveniles of OAY Nst2(37) successfully fledged and were real big but were later found predated at two different locations on 10th May 2015. A mammalian predator was involed; a string of the sender of 76779 was bitten off and there were feathers everywhere at the predation sites. ,
463,BC,CW15_083,F,14,0,,34,1,,34,1,,2015,2015_37,81,"R1,4",GN 76779,Utengule,0.4,2,1,4,2,2,Yes,14,76.5,27,35,7,,CW15_129,CW15_148,EPO,1,Yes,Yes,,34,Dead,Both 2 juveniles of OAY Nst2(37) successfully fledged and were real big but were later found predated at two different locations on 10th May 2015. A mammalian predator was involed; a string of the sender of 76779 was bitten off and there were feathers everywhere at the predation sites. ,
464,BC,CW15_107,M,NA,NA,,NA,NA,,NA,NA,,2015,2015_37,81,Egg #1,NA,Utengule,0.8,3,2,4,2,2,No,NA,NA,NA,NA,NA,,CW15_129,CW15_146,WPO,0,NA,NA,,NA,Egg sample,Egg sample,
465,BC,CW15_086,M,16,0,,42,1,,42,1,,2015,2015_46,86,"R2,3",GN 76786,Utengule,0.2,1,0,7,4,4,Yes,16,69.5,30.2,53,21,,CW15_126,BC*70,WPO,0,Yes,Yes,,42,Dead,Predated by mammal,
466,BC,CW15_087,M,15,0,,33,1,,33,1,,2015,2015_46,86,"R1,4",GN 76782,Utengule,0.4,2,1,7,4,4,Yes,15,67.5,29.5,42,15,,CW15_126,BC*70,WPO,0,Yes,Yes,,33,Dead,Predated by mammal,
467,BC,CW15_091,M,14,0,,75,0,,75,0,,2015,2015_46,86,"L2,3",GN 76783,Utengule,0.6,3,2,7,4,4,Yes,14,62.5,28.9,40,13,,CW15_126,BC*70,WPO,0,Yes,Yes,,75,Censored,This juvenile  was still alive and the sender was still giving signal up to the last day of field work on 25 June 2015! Real good..,
468,BC,CW15_092,M,14,0,,22,1,,22,1,,2015,2015_46,86,"L1,4",GN 76787,Utengule,0.8,4,4,7,4,4,Yes,14,67,29.2,34,11,,CW15_126,BC*70,WPO,0,Yes,Yes,,22,Dead,Predated by mammal,
469,BC,CW15_095,M,13,0,,51,0,,51,0,,2015,2015_48,90,"L2,3",GN 76791,Utengule,0.2,1,0,4,4,3,Yes,13,55,26,32,2,,CW15_129,CW15_148,WPO,0,Yes,Yes,,51,Censored,This juvenile was last trekked on 5th June 2015 in the far N area of WAP but no signal was obtained in subsequent trekkings. Posibly the sender stopped working or the juvenile moved to somewhere far.,
470,BC,CW15_096,M,15,0,,63,0,,63,0,,2015,2015_48,90,"R2,3",GN 76792,Utengule,0.4,2,1,4,4,3,Yes,16,62.5,30,45,20,,CW15_129,CW15_148,WPO,0,Yes,Yes,,63,Censored,"This juvenile was last trekked on 17th June 2015 and observed walking on the ground in a harvested rice field, about 240m E from the road that goes to Luhanga village.",
471,BC,CW15_097,M,12,0,,NA,NA,,12,0,,2015,2015_48,90,"R1,4",GN 76793,Utengule,0.8,3,1,4,4,3,Yes,12,51,25.1,25,0,,CW15_129,CW15_148,WPO,0,Yes,Yes_but_exclude,Lost sender in the nest,12,Censored,Lost sender in the nest on the day it fledged.,
472,BC,CW15_088,F,16,0,,63,0,,63,0,,2015,2015_51,89,"R2,3",GN 76785,Utengule,0.2,1,0,4,4,1,Yes,16,86,32,44,16,,CW15_133,CW15_147,WPO,0,Yes,Yes,,63,Censored,This juvenile was last trekked on 13th June 2015 in the far N area of WAP but no signal was obtained in subsequent trekkings. Posibly the sender stopped working or the juvenile moved to somewhere far.,
473,BC,CW15_089,F,13,1,,NA,NA,,13,1,,2015,2015_51,89,"R1,4",GN 76788,Utengule,0.4,2,1,4,4,1,No,NA,NA,NA,NA,NA,,CW15_133,CW15_147,WPO,0,No,No,,13,Dead,Predated by mammal,
474,BC,CW15_090,F,6,1,,NA,NA,,6,1,,2015,2015_51,89,"L2,3",NA,Utengule,0.8,3,2,4,4,1,No,NA,NA,NA,NA,NA,,CW15_133,CW15_147,WPO,0,No,No,,6,Dead,Predated by mammal,
475,BC,CW15_094,F,11,1,,NA,NA,,11,1,,2015,2015_51,89,"L1,4",NA,Utengule,1,4,3,4,4,1,No,NA,NA,NA,NA,NA,,CW15_133,CW15_147,WPO,0,No,No,,11,Dead,Predated by mammal,
476,BC,CW15_093,M,11,0,,NA,NA,,11,0,,2015,2015_55,88,GN 76780,GN 76780,Utengule,1,4,3,4,4,1,Yes,11,64,27,36.5,0,,CW15_135,BC*71,WPO,0,Yes,No,,11,Censored,This juvenile fledged but it did not get sender so we did not follow it.,
477,BC,CW15_100,M,15,0,,56,0,,56,0,,2015,2015_56,92,"R2,3",GN 76795,Utengule,0.2,1,0,4,3,3,Yes,15,63.5,30.3,47,18,,CW15_135,BC*71,EPO,1,Yes,Yes,,56,Censored,"This juvenile was last trekked on 11th June 2015 and was observed running away on the ground in rice field very far East, about 800m E from the two Acacias in far east area. However, no signal was obtained in subsequent trekkings. It possible that it left the area or sender stopped working.",
478,BC,CW15_101,M,14,0,,57,0,,57,0,,2015,2015_56,92,"L2,3",GN 76794,Utengule,0.4,2,1,4,3,3,Yes,14,68.5,28,32,1,,CW15_135,BC*73,WPO,0,Yes,Yes,,57,Censored,"This juvenile was last trekked on 13th June 2015 and flew off from grass near rice field about 50m S from the two Acacias in Far East. However, no signal was obtained in subsequent trekkings. It possible that it left the area or sender stopped working.",
479,BC,CW15_102,M,13,0,,60,0,,60,0,,2015,2015_56,92,"R1,4",GN 76797,Utengule,0.8,3,4,4,3,3,Yes,13,73.5,26.8,30,0,,CW15_135,BC*73,WPO,0,Yes,Yes,,60,Censored,"This juvenile was last trekked on 19th June 2015 and  was found hiding in Cassia field about 75m W from YALB Nst6. However, the signal was very strange and low - posibly the sender battery was getting empty. No signal was obtained in subsequent trekkings. ",
480,BC,CW15_108,F,NA,NA,,NA,NA,,NA,NA,,2015,2015_56,92,Egg #1,NA,Utengule,1,4,NA,4,3,3,No,NA,NA,NA,NA,NA,,CW15_135,BC*73,WPO,0,NA,NA,,NA,Egg sample,Egg sample,
481,BC,CW15_106,M,13,1,,NA,NA,,13,1,,2015,2015_57,108,"R2,3",GN 76809,Utengule,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,CW15_132,CW15_145,WPO,0,No,Yes_but_exclude,Predated in the nest,13,Dead,Predated by mammal,
